Plot	Sp	Individual	Flower	Avorted	Ovule	Seed	Total
22	TVUF	4	2	0	0	4	4
22	TVUF	4	3	0	0	4	4
22	TVUF	4	6	1	0	3	4
22	TVUF	9	1	4	0	0	4
22	TVUF	9	5	3	0	1	4
22	TVUF	10	1	1	0	3	4
22	TVUF	10	2	3	0	1	4
22	TVUH	3	1	1	0	3	4
22	TVUH	4	2	0	0	4	4
22	TVUH	4	3	1	0	3	4
22	TVUH	5	1	1	0	3	4
22	TVUH	9	1	1	0	3	4
23	TVUF	2	1	0	0	4	4
23	TVUF	3	2	0	0	4	4
23	TVUF	5	5	2	0	2	4
23	TVUF	8	1	0	0	4	4
23	TVUF	9	1	0	0	4	4
23	TVUF	10	2	0	0	4	4
23	TVUF	10	3	0	0	4	4
23	TVUH	2	1	2	0	2	4
23	TVUH	2	3	2	0	2	4
23	TVUH	5	2	3	0	1	4
24	TVUF	4	3	1	0	3	4
24	TVUF	4	4	4	0	0	4
24	TVUF	5	3	1	0	3	4
24	TVUH	5	1	1	0	3	4
24	TVUH	5	3	0	0	4	4
25	TVUF	2	3	2	0	2	4
25	TVUF	3	1	1	0	3	4
25	TVUF	4	3	4	0	0	4
25	TVUF	6	5	2	0	2	4
25	TVUH	3	1	2	0	2	4
26	TVUF	1	1	0	0	4	4
26	TVUF	1	6	1	0	3	4
26	TVUF	5	1	0	0	4	4
26	TVUF	5	3	2	0	2	4
26	TVUF	7	5	2	0	2	4
26	TVUH	7	5	3	0	1	4
26	TVUH	8	1	4	0	0	4
26	TVUH	10	1	0	0	4	4
26	TVUH	10	2	1	0	3	4
26	TVUH	10	3	0	0	4	4
26	TVUH	10	4	0	0	4	4
27	TVUF	3	1	1	0	3	4
27	TVUF	5	3	1	0	3	4
27	TVUH	2	2	4	0	0	4
27	TVUH	2	4	4	0	0	4
27	TVUH	3	1	1	0	3	4
27	TVUH	6	5	0	0	4	4
27	TVUH	8	1	4	0	0	4
27	TVUH	10	3	2	0	2	4
28	TVUF	1	2	1	0	3	4
29	TVUF	3	2	4	0	0	4
29	TVUF	4	2	4	0	0	4
29	TVUF	6	2	2	0	2	4
29	TVUF	8	5	0	0	4	4
29	TVUF	10	3	4	0	0	4
29	TVUH	1	1	1	0	3	4
29	TVUH	1	2	2	0	2	4
29	TVUH	7	3	1	0	3	4
29	TVUH	8	3	2	0	2	4
30	TVUF	1	4	2	0	2	4
30	TVUF	2	3	1	0	3	4
30	TVUF	2	4	1	0	3	4
30	TVUF	4	4	2	0	2	4
30	TVUF	5	5	3	0	1	4
30	TVUF	6	6	2	0	2	4
30	TVUF	8	3	4	0	0	4
30	TVUH	1	2	4	0	0	4
30	TVUH	1	3	2	0	2	4
30	TVUH	2	3	4	0	0	4
30	TVUH	3	1	3	0	1	4
30	TVUH	3	3	4	0	0	4
30	TVUH	5	5	4	0	0	4
30	TVUH	7	3	2	0	2	4
30	TVUH	7	4	4	0	0	4
30	TVUH	7	5	4	0	0	4
30	TVUH	9	5	4	0	0	4
30	TVUH	10	2	4	0	0	4
31	TVUF	1	1	0	0	4	4
31	TVUF	2	1	0	0	4	4
31	TVUF	2	2	2	0	2	4
31	TVUF	3	3	4	0	0	4
31	TVUF	4	1	2	0	2	4
31	TVUF	4	2	1	0	3	4
31	TVUF	4	3	0	0	4	4
31	TVUF	4	4	0	0	4	4
31	TVUF	4	5	0	0	4	4
31	TVUF	5	2	0	0	4	4
31	TVUF	5	4	0	0	4	4
31	TVUF	5	5	4	0	0	4
31	TVUF	5	6	0	0	4	4
31	TVUF	7	1	0	0	4	4
31	TVUH	2	4	4	0	0	4
31	TVUH	3	1	1	0	3	4
31	TVUH	3	2	2	0	2	4
31	TVUH	3	4	2	0	2	4
32	TVUF	1	3	0	0	4	4
32	TVUF	1	4	0	0	4	4
32	TVUF	2	3	0	0	4	4
32	TVUF	3	1	1	0	3	4
32	TVUF	3	2	2	0	2	4
32	TVUF	3	3	1	0	3	4
32	TVUF	3	4	0	0	4	4
32	TVUF	4	2	0	0	4	4
32	TVUF	4	4	3	0	1	4
32	TVUF	4	5	0	0	4	4
32	TVUF	5	2	1	0	3	4
32	TVUF	5	4	3	0	1	4
32	TVUF	5	6	0	0	4	4
32	TVUF	7	3	3	0	1	4
32	TVUF	7	5	0	0	4	4
32	TVUF	9	1	3	0	1	4
32	TVUF	9	2	0	0	4	4
32	TVUF	9	4	1	0	3	4
32	TVUF	9	5	0	0	4	4
32	TVUF	10	3	0	0	4	4
32	TVUH	1	5	4	0	0	4
32	TVUH	2	1	1	0	3	4
32	TVUH	2	5	1	0	3	4
32	TVUH	3	3	1	0	3	4
32	TVUH	4	3	0	0	4	4
32	TVUH	5	1	0	0	4	4
32	TVUH	8	1	0	0	4	4
32	TVUH	9	5	2	0	2	4
33	TVUF	1	1	1	0	3	4
33	TVUF	1	3	1	0	3	4
33	TVUF	2	3	0	0	4	4
33	TVUF	2	5	0	0	4	4
33	TVUF	5	4	0	0	4	4
33	TVUF	5	5	3	0	1	4
33	TVUF	6	5	1	0	3	4
33	TVUF	7	5	1	0	3	4
33	TVUF	7	6	0	0	4	4
33	TVUF	8	1	1	0	3	4
33	TVUF	8	2	3	0	1	4
33	TVUH	2	1	1	0	3	4
33	TVUH	2	3	0	0	4	4
33	TVUH	3	2	1	0	3	4
33	TVUH	3	3	3	0	1	4
33	TVUH	3	4	4	0	0	4
33	TVUH	5	2	2	0	2	4
33	TVUH	6	3	4	0	0	4
34	TVUF	1	1	0	0	4	4
34	TVUF	1	4	0	0	4	4
34	TVUF	1	5	4	0	0	4
34	TVUF	2	1	0	0	4	4
34	TVUF	2	3	4	0	0	4
34	TVUF	2	4	0	0	4	4
34	TVUF	2	5	0	0	4	4
34	TVUF	4	2	4	0	0	4
34	TVUF	4	4	4	0	0	4
34	TVUF	5	3	0	0	4	4
34	TVUF	6	1	0	0	4	4
34	TVUF	6	2	0	0	4	4
34	TVUF	8	2	4	0	0	4
34	TVUH	5	1	4	0	0	4
34	TVUH	7	1	0	0	4	4
34	TVUH	7	4	2	0	2	4
34	TVUH	8	1	1	0	3	4
35	TVUF	1	1	2	0	2	4
35	TVUF	1	3	1	0	3	4
35	TVUF	2	1	1	0	3	4
35	TVUF	2	2	4	0	0	4
35	TVUF	2	5	4	0	0	4
35	TVUF	4	1	2	0	2	4
35	TVUF	5	3	2	0	2	4
35	TVUF	6	2	2	0	2	4
35	TVUF	6	3	1	0	3	4
35	TVUF	9	1	1	0	3	4
35	TVUF	9	2	2	0	2	4
35	TVUF	9	4	3	0	1	4
35	TVUF	9	5	1	0	3	4
35	TVUF	10	2	0	0	4	4
35	TVUH	2	2	3	0	1	4
35	TVUH	4	1	2	0	2	4
35	TVUH	5	2	2	0	2	4
35	TVUH	9	4	0	0	4	4
35	TVUH	10	4	4	0	0	4
36	TVUF	2	2	3	0	1	4
36	TVUF	4	1	2	0	2	4
36	TVUF	4	2	2	0	2	4
36	TVUF	6	1	0	0	4	4
36	TVUF	6	3	1	0	3	4
36	TVUF	6	5	1	0	3	4
36	TVUF	7	1	0	0	4	4
36	TVUF	7	3	4	0	0	4
36	TVUF	7	5	3	0	1	4
36	TVUH	1	4	4	0	0	4
36	TVUH	4	3	1	0	3	4
36	TVUH	4	5	1	0	3	4
37	TVUF	1	3	3	0	1	4
37	TVUF	1	4	2	0	2	4
37	TVUF	2	2	1	0	3	4
37	TVUF	2	3	4	0	0	4
37	TVUF	3	1	0	0	4	4
37	TVUF	3	3	0	0	4	4
37	TVUF	4	1	4	0	0	4
37	TVUF	6	1	2	0	2	4
37	TVUF	6	2	0	0	4	4
37	TVUF	6	3	1	0	3	4
37	TVUF	6	4	1	0	3	4
37	TVUF	6	6	1	0	3	4
37	TVUF	7	2	1	0	3	4
37	TVUF	7	4	1	0	3	4
37	TVUF	7	6	4	0	0	4
37	TVUF	9	1	0	0	4	4
37	TVUF	10	1	4	0	0	4
37	TVUF	10	2	0	0	4	4
37	TVUF	10	4	0	0	4	4
37	TVUH	1	2	3	0	1	4
37	TVUH	2	2	3	0	1	4
37	TVUH	3	4	4	0	0	4
37	TVUH	6	1	4	0	0	4
37	TVUH	6	4	1	0	3	4
38	TVUF	2	2	0	0	4	4
38	TVUF	2	3	1	0	3	4
38	TVUF	2	5	3	0	1	4
38	TVUF	3	2	3	0	1	4
38	TVUF	4	2	2	0	2	4
38	TVUF	4	3	2	0	2	4
38	TVUF	4	5	0	0	4	4
38	TVUF	6	1	3	0	1	4
38	TVUF	6	2	0	0	4	4
38	TVUF	9	1	4	0	0	4
38	TVUF	10	1	2	0	2	4
38	TVUF	10	5	0	0	4	4
38	TVUF	10	6	0	0	4	4
38	TVUH	2	1	0	0	4	4
38	TVUH	2	2	1	0	3	4
38	TVUH	2	3	1	0	3	4
38	TVUH	3	2	4	0	0	4
38	TVUH	5	1	4	0	0	4
38	TVUH	5	4	1	0	3	4
39	TVUF	1	1	4	0	0	4
39	TVUF	1	4	1	0	3	4
39	TVUF	2	2	0	0	4	4
39	TVUF	4	1	4	0	0	4
39	TVUF	5	1	2	0	2	4
39	TVUF	5	3	0	0	4	4
39	TVUF	5	6	4	0	0	4
39	TVUF	7	4	4	0	0	4
39	TVUF	9	2	0	0	4	4
39	TVUF	9	4	1	0	3	4
39	TVUF	10	2	4	0	0	4
39	TVUF	10	3	1	0	3	4
39	TVUH	2	5	1	0	3	4
39	TVUH	3	2	1	0	3	4
39	TVUH	5	1	4	0	0	4
39	TVUH	5	3	4	0	0	4
39	TVUH	5	4	4	0	0	4
40	TVUF	5	1	1	0	3	4
40	TVUF	7	1	1	0	3	4
40	TVUF	9	5	1	0	3	4
40	TVUH	1	2	4	0	0	4
40	TVUH	3	1	0	0	4	4
2	TVUF	9	4	0	3	0	3
2	TVUH	5	2	0	3	0	3
5	TVUH	4	1	0	3	0	3
8	TVUF	1	1	0	3	0	3
8	TVUH	1	3	0	3	0	3
8	TVUH	5	4	0	3	0	3
9	TVUH	10	3	0	3	0	3
10	TVUF	8	5	0	3	0	3
10	TVUH	7	1	0	3	0	3
11	TVUH	1	1	0	3	0	3
11	TVUH	5	3	0	3	0	3
14	TVUH	4	1	0	3	0	3
14	TVUH	5	2	0	3	0	3
17	TVUF	2	3	0	3	0	3
17	TVUF	8	5	0	3	0	3
19	TVUF	3	2	0	3	0	3
19	TVUH	5	1	0	3	0	3
21	TVUF	3	5	0	3	0	3
21	TVUH	9	3	0	3	0	3
22	TVUF	3	1	0	3	0	3
23	TVUF	6	1	0	3	0	3
23	TVUH	1	1	0	3	0	3
24	TVUF	9	2	0	3	0	3
25	TVUF	7	5	0	3	0	3
26	TVUH	5	3	0	3	0	3
26	TVUH	5	5	0	3	0	3
26	TVUH	7	2	0	3	0	3
27	TVUF	1	1	0	3	0	3
27	TVUF	10	5	0	3	0	3
29	TVUH	10	1	0	3	0	3
32	TVUH	1	4	0	3	0	3
34	TVUH	8	4	0	3	0	3
35	TVUH	7	2	0	3	0	3
36	TVUF	9	3	0	3	0	3
36	TVUH	1	2	0	3	0	3
37	TVUH	7	2	0	3	0	3
40	TVUF	9	2	0	3	0	3
40	TVUF	10	2	0	3	0	3
40	TVUH	6	4	0	3	0	3
1	TVUF	3	6	0	2	1	3
2	TVUH	2	4	0	2	1	3
2	TVUH	10	3	1	2	0	3
3	TVUF	7	6	0	2	1	3
5	TVUF	8	3	1	2	0	3
6	TVUH	2	1	0	2	1	3
8	TVUF	3	6	0	2	1	3
8	TVUF	10	5	0	2	1	3
8	TVUH	3	6	1	2	0	3
9	TVUF	2	4	0	2	1	3
9	TVUH	8	3	1	2	0	3
10	TVUH	3	4	0	2	1	3
10	TVUH	10	5	0	2	1	3
11	TVUF	3	2	1	2	0	3
11	TVUF	6	2	1	2	0	3
11	TVUH	2	6	0	2	1	3
13	TVUF	9	3	1	2	0	3
13	TVUF	10	4	1	2	0	3
14	TVUF	2	3	1	2	0	3
14	TVUF	7	1	1	2	0	3
18	TVUF	9	1	0	2	1	3
19	TVUF	4	2	1	2	0	3
19	TVUF	5	1	0	2	1	3
19	TVUF	8	1	1	2	0	3
19	TVUF	9	2	0	2	1	3
19	TVUH	5	4	0	2	1	3
19	TVUH	10	1	1	2	0	3
22	TVUH	1	1	1	2	0	3
22	TVUH	9	2	0	2	1	3
23	TVUF	6	5	0	2	1	3
23	TVUF	10	1	0	2	1	3
23	TVUH	1	2	0	2	1	3
26	TVUF	1	4	1	2	0	3
26	TVUH	5	6	0	2	1	3
27	TVUF	7	2	0	2	1	3
27	TVUF	8	1	0	2	1	3
27	TVUF	10	2	0	2	1	3
27	TVUH	1	4	1	2	0	3
27	TVUH	9	2	1	2	0	3
27	TVUH	10	5	1	2	0	3
30	TVUF	10	2	1	2	0	3
31	TVUF	1	3	0	2	1	3
32	TVUF	8	3	0	2	1	3
32	TVUH	10	1	1	2	0	3
33	TVUF	1	4	1	2	0	3
36	TVUF	6	2	0	2	1	3
36	TVUF	8	4	1	2	0	3
36	TVUH	2	1	1	2	0	3
36	TVUH	7	2	1	2	0	3
40	TVUF	4	1	0	2	1	3
40	TVUF	9	4	0	2	1	3
40	TVUF	10	1	0	2	1	3
40	TVUH	7	1	0	2	1	3
1	TVUF	3	3	2	1	0	3
1	TVUF	10	1	0	1	2	3
1	TVUF	10	2	1	1	1	3
4	TVUF	10	3	0	1	2	3
5	TVUF	8	2	0	1	2	3
6	TVUF	1	2	0	1	2	3
6	TVUF	3	1	1	1	1	3
6	TVUH	3	2	0	1	2	3
6	TVUH	4	1	0	1	2	3
7	TVUF	8	4	1	1	1	3
8	TVUF	5	5	1	1	1	3
8	TVUF	8	1	1	1	1	3
8	TVUF	10	1	0	1	2	3
8	TVUH	3	1	1	1	1	3
9	TVUF	2	3	2	1	0	3
9	TVUF	4	1	1	1	1	3
9	TVUF	4	2	0	1	2	3
9	TVUF	6	5	0	1	2	3
9	TVUH	10	1	0	1	2	3
10	TVUF	2	2	1	1	1	3
10	TVUH	3	2	1	1	1	3
10	TVUH	4	1	0	1	2	3
11	TVUF	1	4	1	1	1	3
11	TVUF	2	3	2	1	0	3
11	TVUF	3	1	1	1	1	3
11	TVUF	3	3	1	1	1	3
11	TVUF	6	1	2	1	0	3
11	TVUF	8	3	2	1	0	3
12	TVUF	5	5	1	1	1	3
12	TVUF	6	4	0	1	2	3
12	TVUF	10	1	1	1	1	3
12	TVUH	6	1	1	1	1	3
13	TVUF	4	1	0	1	2	3
13	TVUH	2	3	0	1	2	3
13	TVUH	6	3	1	1	1	3
14	TVUF	3	3	0	1	2	3
14	TVUF	4	2	1	1	1	3
14	TVUF	6	3	2	1	0	3
15	TVUF	9	2	1	1	1	3
16	TVUH	3	1	0	1	2	3
17	TVUF	1	5	0	1	2	3
17	TVUH	1	4	0	1	2	3
17	TVUH	10	3	0	1	2	3
18	TVUF	9	2	1	1	1	3
18	TVUF	10	4	0	1	2	3
18	TVUH	3	3	2	1	0	3
18	TVUH	9	1	0	1	2	3
18	TVUH	9	4	0	1	2	3
19	TVUF	1	4	0	1	2	3
19	TVUF	3	3	1	1	1	3
21	TVUH	7	5	2	1	0	3
22	TVUF	9	6	1	1	1	3
22	TVUH	2	4	1	1	1	3
22	TVUH	8	3	0	1	2	3
23	TVUF	2	4	1	1	1	3
23	TVUF	2	5	0	1	2	3
23	TVUF	2	6	1	1	1	3
23	TVUF	5	6	1	1	1	3
23	TVUF	6	4	1	1	1	3
23	TVUF	7	2	0	1	2	3
23	TVUH	1	4	0	1	2	3
23	TVUH	3	1	1	1	1	3
24	TVUF	7	1	2	1	0	3
25	TVUF	3	3	1	1	1	3
26	TVUF	1	2	0	1	2	3
26	TVUF	7	2	1	1	1	3
26	TVUH	6	4	1	1	1	3
26	TVUH	8	4	1	1	1	3
26	TVUH	9	2	2	1	0	3
26	TVUH	9	3	1	1	1	3
27	TVUH	6	3	1	1	1	3
30	TVUF	6	4	0	1	2	3
30	TVUH	7	1	2	1	0	3
31	TVUH	6	5	0	1	2	3
31	TVUH	8	5	0	1	2	3
32	TVUF	2	4	0	1	2	3
32	TVUH	4	1	0	1	2	3
32	TVUH	7	4	0	1	2	3
36	TVUF	1	1	2	1	0	3
36	TVUH	6	2	2	1	0	3
36	TVUH	6	3	0	1	2	3
37	TVUH	10	6	1	1	1	3
38	TVUH	6	3	1	1	1	3
39	TVUF	3	1	1	1	1	3
39	TVUF	5	5	0	1	2	3
39	TVUH	9	2	1	1	1	3
39	TVUH	10	1	0	1	2	3
40	TVUF	3	4	1	1	1	3
40	TVUH	9	3	1	1	1	3
40	TVUH	10	2	0	1	2	3
1	TVUF	9	3	1	0	2	3
1	TVUH	2	2	3	0	0	3
2	TVUF	7	3	0	0	3	3
2	TVUF	7	5	2	0	1	3
2	TVUH	8	4	1	0	2	3
3	TVUH	6	5	0	0	3	3
3	TVUH	7	1	2	0	1	3
3	TVUH	10	1	2	0	1	3
4	TVUF	2	1	1	0	2	3
4	TVUF	5	2	0	0	3	3
4	TVUF	8	1	0	0	3	3
4	TVUF	8	6	0	0	3	3
4	TVUH	3	4	0	0	3	3
6	TVUF	3	3	2	0	1	3
6	TVUH	3	1	3	0	0	3
7	TVUF	10	5	0	0	3	3
8	TVUF	1	6	2	0	1	3
9	TVUF	3	2	1	0	2	3
9	TVUF	9	2	0	0	3	3
9	TVUF	10	2	3	0	0	3
9	TVUH	4	2	2	0	1	3
10	TVUF	1	1	1	0	2	3
10	TVUF	8	2	0	0	3	3
10	TVUH	4	2	1	0	2	3
11	TVUF	1	2	3	0	0	3
11	TVUF	2	2	3	0	0	3
11	TVUH	4	3	1	0	2	3
11	TVUH	4	5	1	0	2	3
12	TVUH	1	2	0	0	3	3
12	TVUH	3	2	1	0	2	3
13	TVUF	6	2	0	0	3	3
13	TVUH	2	1	0	0	3	3
13	TVUH	3	1	1	0	2	3
13	TVUH	6	1	1	0	2	3
14	TVUF	6	1	0	0	3	3
16	TVUF	6	5	0	0	3	3
16	TVUF	6	6	1	0	2	3
16	TVUH	6	1	0	0	3	3
17	TVUF	9	2	2	0	1	3
19	TVUF	7	3	1	0	2	3
19	TVUF	9	5	1	0	2	3
21	TVUF	1	1	0	0	3	3
21	TVUH	8	1	1	0	2	3
22	TVUF	4	5	1	0	2	3
22	TVUH	2	1	3	0	0	3
22	TVUH	7	2	3	0	0	3
23	TVUF	5	3	2	0	1	3
23	TVUF	7	3	0	0	3	3
23	TVUF	8	4	0	0	3	3
23	TVUF	8	6	0	0	3	3
23	TVUH	6	1	2	0	1	3
26	TVUH	5	2	1	0	2	3
27	TVUF	5	4	0	0	3	3
30	TVUH	1	4	0	0	3	3
30	TVUH	5	1	2	0	1	3
30	TVUH	5	6	0	0	3	3
31	TVUF	1	2	1	0	2	3
32	TVUF	4	1	3	0	0	3
32	TVUF	4	6	0	0	3	3
32	TVUF	5	1	2	0	1	3
35	TVUF	5	2	0	0	3	3
35	TVUH	2	6	3	0	0	3
36	TVUF	3	1	2	0	1	3
36	TVUF	7	2	2	0	1	3
36	TVUF	7	4	3	0	0	3
36	TVUF	8	3	3	0	0	3
36	TVUH	7	4	2	0	1	3
36	TVUH	7	6	3	0	0	3
36	TVUH	8	1	2	0	1	3
37	TVUF	1	1	2	0	1	3
37	TVUF	7	3	1	0	2	3
37	TVUH	4	1	0	0	3	3
38	TVUF	2	4	0	0	3	3
38	TVUF	10	4	2	0	1	3
39	TVUF	6	2	1	0	2	3
39	TVUH	3	1	2	0	1	3
39	TVUH	3	6	1	0	2	3
39	TVUH	10	2	0	0	3	3
40	TVUH	2	1	3	0	0	3
40	TVUH	8	1	3	0	0	3
29	TVUF	7	2	NA	NA	2	2
29	TVUH	8	2	NA	NA	2	2
2	TVUF	10	1	0	2	0	2
4	TVUF	3	2	0	2	0	2
5	TVUF	8	4	0	2	0	2
6	TVUF	3	4	0	2	0	2
9	TVUF	1	3	0	2	0	2
9	TVUF	9	1	0	2	0	2
10	TVUF	1	4	0	2	0	2
10	TVUF	4	1	0	2	0	2
10	TVUH	3	1	0	2	0	2
12	TVUH	8	3	0	2	0	2
15	TVUF	8	1	0	2	0	2
15	TVUF	8	2	0	2	0	2
17	TVUF	4	2	0	2	0	2
17	TVUF	4	3	0	2	0	2
17	TVUF	7	3	0	2	0	2
17	TVUH	10	1	0	2	0	2
18	TVUH	4	1	0	2	0	2
19	TVUH	5	2	0	2	0	2
21	TVUF	10	1	0	2	0	2
23	TVUH	1	6	0	2	0	2
24	TVUF	3	2	0	2	0	2
24	TVUH	6	1	0	2	0	2
26	TVUH	8	3	0	2	0	2
27	TVUF	10	3	0	2	0	2
29	TVUF	9	3	0	2	0	2
32	TVUH	4	2	0	2	0	2
36	TVUH	3	2	0	2	0	2
37	TVUH	8	1	0	2	0	2
1	TVUH	6	5	1	1	0	2
2	TVUF	6	3	0	1	1	2
8	TVUF	10	4	0	1	1	2
11	TVUF	6	5	1	1	0	2
13	TVUF	9	1	1	1	0	2
13	TVUH	2	2	0	1	1	2
14	TVUF	4	3	1	1	0	2
14	TVUH	5	3	0	1	1	2
14	TVUH	7	1	0	1	1	2
17	TVUF	8	1	0	1	1	2
19	TVUF	1	3	1	1	0	2
22	TVUF	9	2	0	1	1	2
22	TVUH	5	2	1	1	0	2
24	TVUF	8	1	1	1	0	2
26	TVUF	9	2	0	1	1	2
26	TVUH	10	5	0	1	1	2
27	TVUF	4	1	0	1	1	2
27	TVUF	6	1	0	1	1	2
31	TVUH	9	2	0	1	1	2
32	TVUF	10	5	0	1	1	2
34	TVUH	1	5	1	1	0	2
36	TVUF	5	5	0	1	1	2
36	TVUF	5	6	0	1	1	2
36	TVUF	9	1	1	1	0	2
36	TVUH	3	5	1	1	0	2
39	TVUF	8	1	1	1	0	2
39	TVUF	8	2	0	1	1	2
40	TVUF	9	3	1	1	0	2
1	TVUF	6	2	0	0	2	2
1	TVUH	2	3	0	0	2	2
2	TVUH	5	3	0	0	2	2
8	TVUF	6	6	2	0	0	2
8	TVUF	9	6	0	0	2	2
9	TVUF	2	5	0	0	2	2
9	TVUF	4	4	1	0	1	2
9	TVUH	8	4	2	0	0	2
9	TVUH	10	4	1	0	1	2
10	TVUF	2	5	0	0	2	2
10	TVUF	4	2	2	0	0	2
10	TVUH	6	3	0	0	2	2
13	TVUF	7	5	1	0	1	2
16	TVUF	9	2	2	0	0	2
19	TVUF	9	1	0	0	2	2
19	TVUH	8	1	0	0	2	2
19	TVUH	9	3	1	0	1	2
20	TVUF	1	2	0	0	2	2
22	TVUF	4	1	1	0	1	2
22	TVUF	4	4	1	0	1	2
22	TVUF	9	4	0	0	2	2
22	TVUH	5	4	0	0	2	2
23	TVUF	3	1	0	0	2	2
23	TVUF	3	3	0	0	2	2
23	TVUF	5	4	1	0	1	2
23	TVUF	7	1	2	0	0	2
23	TVUF	8	2	0	0	2	2
23	TVUF	8	5	0	0	2	2
23	TVUF	10	4	0	0	2	2
24	TVUF	4	1	2	0	0	2
26	TVUF	5	2	0	0	2	2
27	TVUF	5	2	1	0	1	2
27	TVUF	9	4	0	0	2	2
30	TVUH	3	2	2	0	0	2
31	TVUF	5	3	0	0	2	2
31	TVUF	6	3	0	0	2	2
31	TVUH	6	6	1	0	1	2
36	TVUF	1	2	1	0	1	2
36	TVUF	2	1	2	0	0	2
36	TVUF	9	2	2	0	0	2
36	TVUF	10	4	1	0	1	2
36	TVUH	4	2	2	0	0	2
29	TVUH	6	2	NA	NA	1	1
29	TVUH	6	4	NA	NA	1	1
2	TVUF	5	6	0	1	0	1
2	TVUH	10	1	0	1	0	1
11	TVUF	6	4	0	1	0	1
17	TVUF	1	1	0	1	0	1
27	TVUF	10	1	0	1	0	1
30	TVUH	3	5	0	1	0	1
31	TVUF	8	1	0	1	0	1
34	TVUF	9	1	0	1	0	1
36	TVUF	3	2	0	1	0	1
36	TVUF	8	2	0	1	0	1
36	TVUH	3	1	0	1	0	1
36	TVUH	3	3	0	1	0	1
36	TVUH	3	6	0	1	0	1
1	TVUF	1	5	0	0	1	1
1	TVUH	5	1	0	0	1	1
1	TVUH	10	4	0	0	1	1
2	TVUF	7	1	1	0	0	1
3	TVUF	7	4	0	0	1	1
7	TVUF	8	5	0	0	1	1
7	TVUF	9	6	1	0	0	1
8	TVUF	3	3	1	0	0	1
8	TVUF	5	2	1	0	0	1
8	TVUF	10	3	0	0	1	1
9	TVUF	3	1	0	0	1	1
9	TVUF	9	4	0	0	1	1
23	TVUF	3	4	0	0	1	1
23	TVUF	7	5	0	0	1	1
23	TVUF	7	6	1	0	0	1
23	TVUH	3	3	1	0	0	1
31	TVUF	6	1	1	0	0	1
36	TVUF	9	4	1	0	0	1
36	TVUH	3	4	1	0	0	1
36	TVUH	7	3	0	0	1	1
39	TVUF	7	3	1	0	0	1
